155872,occ,,,13868,Paracenoceras,genus,13252,Callovian,Oxfordian,166.1,157.3,6119
156659,occ,,,13901,Paracenoceras,genus,13252,Callovian,Oxfordian,166.1,157.3,6119
156761,occ,,,13906,Paracenoceras,genus,13252,Jurassic,Late Jurassic,201.3,145,6119
205993,occ,,,22970,Hercoglossa danica,species,313414,Danian,,66,61.6,6614
281613,occ,,,26818,Eutrephoceras dekayi,species,122370,Early Maastrichtian,,70.6,66,7438
281653,occ,,,26819,Eutrephoceras dekayi,species,122370,Late Maastrichtian,Early Paleocene,70.6,61.7,29473
281701,occ,,,26820,Aturia,genus,13148,Danian,,66,61.6,7438
286063,occ,,,27226,Cenoceras (Cenoceras) schlumbergeri,species,316997,Middle Hettangian,Late Hettangian,201.3,196.5,7523
300623,occ,,,28935,Cenoceras striatum,species,316989,Sinemurian,,199.3,190.8,7918
303004,occ,,,29230,Cenoceras striatum,species,316989,Early Hettangian,,201.3,196.5,8366
303022,occ,,,29231,Cenoceras striatum,species,316989,Middle Hettangian,,201.3,196.5,8366
303040,occ,,,29232,Cenoceras striatum,species,316989,Middle Hettangian,,201.3,196.5,8366
303060,occ,,,29233,Cenoceras striatum,species,316989,Late Hettangian,,201.3,196.5,8366
303079,occ,,,29234,Cenoceras striatum,species,316989,Late Hettangian,,201.3,196.5,8366
303111,occ,,,29236,Cenoceras striatum,species,316989,Early Sinemurian,,196.5,189.6,8366
303139,occ,,,29238,Cenoceras striatum,species,316989,Early Sinemurian,,196.5,189.6,8366
303156,occ,,,29239,Cenoceras striatum,species,316989,Early Sinemurian,,196.5,189.6,8366
303179,occ,,,29241,Cenoceras striatum,species,316989,Early Sinemurian,,196.5,189.6,8366
303198,occ,,,29242,Cenoceras striatum,species,316989,Early Sinemurian,,196.5,189.6,8366
304124,occ,,,31077,Paracenoceras,genus,13252,Callovian,Late Callovian,166.1,161.2,6119
334842,occ,,,7296,Aturia brueggeni,species,314715,Ypresian,Bartonian,56,38,8482
334863,occ,,,7296,Euciphoceras argentinae,species,328105,Ypresian,Bartonian,56,38,8484
349958,occ,20592,,33317,Nautiloidea,superfamily,122460,Early Triassic,,252.17,247.2,26349
349982,occ,20595,,33319,Nautiloidea,superfamily,122460,Spathian,,251.3,247.2,26349
364391,occ,,,34544,Paracenoceras dilatatum,species,323746,Middle Callovian,Late Callovian,164.7,161.2,9120
364392,occ,,,34544,Paracenoceras,genus,13252,Middle Callovian,Late Callovian,164.7,161.2,9120
370613,occ,31491,,35081,Nautilidae,family,93682,Danian,Selandian,66,59.2,27487
372541,occ,31492,,35263,Nautilidae,family,93682,Selandian,,61.6,59.2,27487
373229,occ,31493,,35264,Nautilidae,family,93682,Selandian,,61.6,59.2,27487
373777,occ,31494,,35265,Nautilidae,family,93682,Selandian,,61.6,59.2,27487
373923,occ,31495,,35266,Nautilidae,family,93682,Selandian,,61.6,59.2,27487
391634,occ,,,37560,Aturia angustata,species,314484,Early Miocene,,23.03,15.97,10046
391927,occ,,,37595,Aturia angustata,species,314484,Chattian,,28.1,23.03,10046
392276,occ,,,37662,Aturia angustata,species,314484,Early Miocene,Middle Miocene,23.03,11.608,10059
394912,occ,,,37989,Aturia angustata,species,314484,Bartonian,Priabonian,41.3,33.9,10120
395464,occ,,,38056,Cenoceras (Cenoceras) schlumbergeri,species,316997,Hettangian,Sinemurian,201.3,190.8,10149
406041,occ,,,38936,Aturia angustata,species,314484,Priabonian,,38,33.9,10532
